userID|itemID|prediction
8317|26503|0
8320|15357|1
8326|7139|0
8338|5090|4
8338|19325|0
8348|13264|2
8368|26448|0
8369|9444|0
8369|20694|3
8373|8563|0
8373|32349|0
8385|14381|0
8389|552|0
8389|6478|0
8389|8936|0
8395|4615|0
8409|552|0
8411|14505|0
8423|8019|0
8423|19353|0
8423|26494|0
8426|5548|1
8426|29675|1
8428|12803|0
8428|20131|2
8435|7894|0
8435|10961|0
8435|31518|0
8436|20494|4
8443|12908|0
8443|13903|0
8456|19649|2
8468|20678|0
8471|29657|0
8474|1505|0
8476|9523|2
8482|8615|0
8509|4578|0
8517|3812|4
8524|6923|1
8525|24094|0
8537|17347|1
8537|17515|1
8550|14944|0
8554|12872|0
8562|16344|1
8563|1828|1
8563|7460|0
8563|25152|0
8572|19768|0
8572|27179|4
8577|20209|0
8582|3039|0
8582|29856|0
8585|26273|0
8585|28664|0
8588|11251|0
8600|4770|2
8606|15440|3
8606|23769|3
8613|29660|2
8613|31392|2
8619|24866|0
8631|637|3
8631|29657|0
8661|6876|0
8668|1352|0
8671|8332|2
8671|26230|2
8676|6890|3
8676|16179|3
8677|31615|0
8693|27369|1
8700|26100|0
8708|13168|0
8716|5221|1
8718|5349|2
8718|19267|2
8730|5209|1
8740|3446|0
8740|31850|0
8746|10849|4
8760|26503|0
8786|20131|0
8786|29657|0
8791|17167|1
8822|6221|0
8827|18630|0
8834|1576|4
8835|19568|0
8844|25895|0
8847|10648|0
8862|16059|1
8863|1633|0
8868|26503|0
8869|23582|2
8869|31510|0
8875|32289|2
8882|4604|3
8882|11434|0
8882|16059|3
8889|4660|0
8889|20131|0
8889|28347|0
8889|29657|0
8905|28400|0
8912|13211|2
8934|12836|0
8939|18630|3
8947|32579|2
8955|4935|0
8957|1236|0
8967|20209|0
8968|4665|3
8972|7976|1
8972|12805|1
9000|26387|1
9001|22701|0
9011|27229|0
9015|1029|3
9015|3341|3
9015|10796|3
9015|15769|3
9016|13676|2
9016|15150|0
9017|29365|0
9021|2257|0
9021|13302|0
9021|19824|0
9021|27810|0
9021|28233|0
9021|30438|0
9024|1649|0
9024|29037|0
9039|13791|3
9040|10299|1
9040|26288|0
9050|23360|3
9060|7021|0
9060|13967|0
9061|12278|0
9064|26503|0
9067|9185|4
9072|30985|4
9079|30362|0
9093|30690|0
9100|22206|0
9102|24585|0
9106|1903|0
9108|28753|0
9109|4702|4
9112|21690|0
9126|18189|0
9126|30486|0
9131|19768|0
9139|19267|3
9142|8615|0
9143|24763|0
9150|27649|3
9159|20478|0
9170|28192|0
9176|2626|0
9176|8363|0
9184|29053|3
9234|2831|4
9240|395|1
9240|1128|1
9240|2761|1
9240|14815|1
9244|31193|4
9248|10130|3
9274|5405|0
9275|2991|4
9275|23050|1
9279|16161|0
9283|24716|0
9300|461|2
9312|31702|0
9314|15836|3
9320|16162|0
9326|20150|2
9329|24716|2
9343|13416|0
9343|20936|0
9346|29433|4
9359|25686|0
9372|25456|1
9373|23050|0
9375|29682|0
9384|5629|0
9384|10696|0
9398|9221|0
9399|6192|3
9399|18630|3
9403|17089|0
9409|1841|4
9417|5302|0
9417|11492|0
9417|18569|0
9417|26136|0
9419|14291|0
9436|3991|0
9436|30546|0
9439|18630|0
9443|11251|0
9446|9649|3
9446|28927|3
9454|9185|2
9460|20436|0
9460|24444|0
9467|3438|0
9468|27866|3
9470|20131|1
9477|18574|0
9478|18102|0
9481|29657|0
9487|27263|1
9487|29933|1
9488|11655|0
9491|22085|0
9493|20131|4
9502|18630|0
9506|24943|0
9506|27273|0
9512|23339|0
9515|28715|0
9524|32030|0
9525|9937|0
9527|31812|3
9532|20986|0
9533|17627|0
9533|27479|0
9552|8337|1
9556|2627|1
9561|17230|1
9563|20146|2
9563|27987|0
9568|24175|2
9574|5221|0
9584|10997|0
9584|22471|0
9585|10703|1
9587|14016|0
9601|10874|0
9607|23582|2
9621|7688|0
9621|8337|1
9623|1322|2
9645|10711|2
9646|1250|3
9646|6462|3
9646|12808|3
9660|29657|0
9661|6654|0
9665|637|0
9677|31683|2
9682|19267|0
9690|6112|0
9697|18630|0
9701|26273|1
9707|30620|0
9716|2517|0
9716|27392|0
9731|12603|0
9731|14603|0
9731|16716|0
9731|18385|2
9731|30271|0
9736|20195|0
9737|12034|4
9743|12805|1
9751|32349|0
9756|14815|3
9763|26028|2
9771|8935|1
9772|395|0
9777|13525|0
9777|22163|4
9785|1932|0
9797|395|2
9797|14784|2
9797|20209|0
9801|22252|0
9813|1461|0
9827|15991|1
9827|24373|0
9841|5237|2
9847|12803|0
9855|11454|3
9859|9256|0
9859|23248|4
9860|15376|1
9860|23496|0
9866|23588|2
9878|13735|0
9880|11689|0
9882|17378|0
9882|30857|0
9885|14605|2
9889|11764|3
9889|14199|3
9890|2761|0
9890|11188|0
9909|2257|1
9910|19121|0
9910|30406|0
9914|20907|0
9915|29657|2
9920|28298|1
9921|4778|0
9924|2627|1
9943|8662|0
9954|10997|2
9959|20131|0
9962|395|2
9962|9139|2
9964|2550|0
9964|13070|0
9976|14005|0
9976|14776|0
9991|950|0
9995|3501|0
9999|29345|3
10013|15971|0
10015|8935|0
10021|4194|4
10021|11535|0
10021|15376|0
10021|18863|0
10034|18846|0
10040|4251|0
10048|18165|0
10054|1970|0
10066|4526|2
10066|11289|2
10067|1319|0
10067|10027|2
10070|21599|0
10075|1970|0
10083|9774|3
10086|7976|0
10096|32349|0
10105|3423|1
10109|30576|0
10136|8018|0
10147|14982|0
10147|29657|0
10153|16571|0
10166|23687|0
10183|15667|4
10184|1130|3
10184|18574|0
10184|18796|3
10186|14507|0
10192|5260|4
10194|21154|0
10195|9836|0
10214|17269|0
10218|4280|3
10218|13676|0
10222|8456|0
10224|17269|0
10226|3113|2
10227|2973|0
10227|11647|0
10230|13676|2
10230|30705|0
10239|1322|0
10248|21596|0
10259|918|0
10259|6923|0
10272|25488|0
10289|1398|3
10290|18586|0
10290|29657|3
10290|31392|3
10293|20436|0
10310|6147|0
10310|17458|1
10315|10628|3
10315|26181|0
10325|6147|0
10328|3423|0
10329|5798|0
10330|17497|0
10337|26043|0
10345|17849|0
10353|6112|0
10356|12423|3
10356|28877|1
10370|26136|0
10392|5798|0
10392|16666|0
10395|6874|3
10396|26381|4
10401|11251|3
10405|13459|0
10406|26757|0
10411|1970|0
10421|376|0
10429|15667|0
10450|2113|0
10469|20515|0
10469|27219|2
10475|20894|0
10476|10299|0
10476|13305|0
10481|1398|1
10490|3167|1
10490|16142|1
10492|22681|0
10495|7976|0
10501|2787|2
10503|16799|0
10514|6112|0
10515|10382|4
10531|14650|0
10533|27382|0
10539|27092|2
10554|20209|3
10566|2296|2
10566|3678|2
10566|7746|0
10571|26503|0
10579|11894|0
10579|12494|0
10584|20131|1
10585|4884|1
10589|24716|1
10592|21513|0
10594|31392|0
10600|6923|0
10605|18586|0
10628|21911|0
10628|29673|2
10635|24140|2
10643|10507|1
10650|24929|2
10655|14369|2
10662|7208|1
10663|14199|0
10669|26945|0
10672|23050|0
10676|27108|0
10686|23975|0
10693|1589|0
10699|19932|0
10700|4082|0
10700|8389|0
10701|8043|0
10701|12450|0
10707|10299|0
10717|24175|0
10720|1970|2
10733|4027|0
10733|24557|1
10736|3825|0
10736|28517|0
10748|20483|3
10748|23975|4
10773|12817|0
10773|24943|0
10783|20131|0
10788|14453|0
10795|2459|2
10798|31877|0
10800|6347|1
10802|21088|0
10823|8994|0
10831|28260|0
10831|31683|0
10840|25358|3
10849|12528|0
10849|19267|0
10853|30857|0
10874|17916|0
10874|20790|1
10874|30989|2
10880|3128|0
10891|30105|1
10896|12911|3
10897|823|0
10900|5349|0
10901|11188|0
10916|1075|0
10916|1970|0
10921|10507|1
10924|28260|3
10930|612|0
10932|17269|4
10933|10703|4
10933|30712|0
10936|14424|0
10943|1633|0
10943|22157|0
10950|17334|2
10964|2808|1
10964|4142|1
10964|14281|0
10964|20515|0
10968|24051|0
10975|395|0
10980|13574|0
10983|22987|0
10983|26663|0
10987|461|0
10987|18752|0
10988|23050|4
10998|29522|0
11019|2417|4
11025|19121|1
11036|32007|4
11043|31812|0
11045|17089|0
11048|14468|0
11048|19870|0
11051|25105|0
11058|13976|4
11065|23050|0
11065|30173|0
11066|23050|0
11070|13365|1
11070|22252|1
11070|31265|2
11086|25167|0
11090|11213|0
11091|28289|0
11103|16362|3
11103|21404|3
11115|31400|2
11125|30331|0
11126|29657|2
11134|17269|0
11139|28140|2
11140|18121|4
11167|2491|0
11167|4266|3
11167|5926|3
11167|18570|0
11167|24545|3
11171|15612|0
11183|5237|3
11183|17785|3
11184|29657|0
11189|2290|0
11189|2491|1
11189|8780|0
11189|8895|1
11189|11030|1
11189|11526|4
11189|12095|1
11198|17995|0
11213|32752|0
11231|1970|0
11231|30362|0
11254|11251|0
11270|23050|1
11271|20111|3
11271|23905|3
11271|24369|3
11273|26273|0
11277|11587|2
11285|6819|0
11285|12782|0
11285|20628|0
11291|29132|2
11294|24954|4
11302|29349|0
11308|14304|1
11310|21240|0
11311|29663|1
11312|29660|2
11341|30173|1
11351|27796|0
11366|19827|1
11370|2981|2
11373|5697|1
11373|5963|1
11373|8168|1
11373|11639|1
11373|21372|0
11373|30610|1
11377|4761|0
11377|8745|0
11380|23050|0
11381|24091|0
11387|5096|2
11388|29657|0
11391|14336|3
11391|18498|0
11392|758|0
11392|2446|0
11392|13675|0
11392|22987|1
11395|23050|1
11399|16118|1
11403|25993|0
11406|808|4
11411|3254|0
11415|9432|0
11421|27936|3
11433|875|0
11433|27153|0
11433|28142|0
11436|11251|0
11438|5311|0
11442|13576|0
11444|21265|2
11448|15423|0
11449|17806|0
11455|31073|0
11459|20478|0
11459|21290|2
11476|21930|1
11477|13207|0
11484|31361|0
11485|25162|0
11486|29657|0
11488|29657|3
11490|23134|0
11499|4410|0
11499|7032|1
11499|8121|0
11503|9649|0
11507|9649|0
11507|21903|3
11518|30158|0
11521|31459|0
11524|5221|2
11524|8615|0
11524|9221|2
11524|11104|2
11524|24730|0
11524|26159|4
11531|5464|3
11531|15376|3
11536|26896|0
11540|15299|0
11541|25775|2
11541|31609|0
11547|5394|0
11547|8431|0
11547|11585|0
11547|24954|0
11547|26381|0
11547|30511|0
11553|19353|4
11553|21433|0
11553|30637|0
11555|11928|0
11563|1970|0
11563|23050|1
11571|3985|3
11571|11647|0
11572|9649|2
11572|12015|0
11572|26503|0
11581|12733|0
11581|12773|3
11589|6682|0
11589|19870|0
11604|9543|2
11606|12747|0
11620|17167|0
11622|31079|0
11631|8797|0
11635|28260|3
11643|4956|2
11646|2627|0
11650|10646|0
11661|19669|0
11666|25993|0
11668|20131|0
11669|20317|0
11678|16820|0
11680|26387|0
11680|29342|0
11682|8574|0
11682|9256|0
11683|23248|0
11687|31571|1
11688|21989|0
11691|12911|1
11702|25671|2
11708|7199|2
11709|16041|0
11714|6115|2
11719|22626|0
11721|18306|1
11748|13815|0
11752|3594|2
11753|56|2
11753|20769|1
11757|2233|0
11758|26288|0
11766|11492|1
11768|7146|0
11792|13951|4
11812|1587|0
11822|23050|0
11827|15667|2
11846|31953|0
11849|1694|0
11851|21961|1
11858|3168|0
11872|17167|3
11872|31571|3
11874|2446|0
11874|18630|4
11879|28522|0
11881|29657|2
11910|23337|0
11917|9906|1
11917|24373|0
11920|24198|0
11920|28225|0
11920|29653|0
11923|14291|0
11923|18630|0
11929|6112|0
11936|260|0
11936|7503|4
11936|21088|0
11937|20478|0
11938|18360|0
11943|3115|4
11943|18110|0
11943|21168|4
11951|16931|0
11960|20184|2
11960|23475|2
11963|29657|3
11964|2550|0
11964|6904|4
11964|13436|0
11964|17419|0
11964|19267|4
11964|20748|0
11964|25993|0
11965|13634|0
11985|21305|0
11986|13459|0
11989|17809|0
11989|31174|0
11994|23582|0
11996|17419|0
12000|1068|0
12000|5349|0
12003|7612|0
12004|21145|4
12006|14385|0
12017|8065|0
12017|17347|1
12017|30705|1
12023|26293|1
12025|7901|0
12026|6261|0
12038|1970|0
12038|26786|0
12046|26413|0
12046|27618|0
12052|18568|0
12058|8366|0
12060|29657|0
12083|11124|0
12083|18630|0
12085|9831|1
12085|12701|1
12085|23492|0
12092|2233|0
12092|25282|0
12094|29151|0
12095|11155|0
12095|23112|0
12102|9937|1
12125|26849|3
12125|28140|3
12128|11680|4
12128|19121|4
12129|4493|2
12131|29657|4
12137|3320|3
12139|217|0
12148|14815|0
12152|24763|0
12155|11236|2
12155|15162|0
12155|27433|2
12160|30429|0
12162|23761|1
12164|29829|0
12176|1322|3
12176|12033|0
12176|20478|3
12184|4943|0
12187|25472|4
12190|12528|0
12211|1717|1
12211|9262|1
12217|20184|3
12217|23475|3
12232|15423|1
12232|28140|1
12241|20630|2
12242|20659|0
12245|23039|0
12250|13753|0
12261|3505|0
12261|17014|0
12262|2404|4
12262|12528|2
12266|3505|2
12266|10060|0
12266|10258|3
12271|15445|0
12274|24308|1
12275|15357|0
12283|11251|0
12284|875|3
12284|15300|3
12284|24763|0
12301|31073|0
12311|29657|3
12312|5730|0
12312|22707|0
12319|16136|3
12321|19960|0
12335|11251|0
12337|6890|0
12342|10931|4
12349|18569|2
12360|11199|1
12367|24890|2
12367|31780|1
12369|17293|0
12374|21910|1
12379|466|0
12380|3113|1
12380|4402|1
12380|10997|1
12381|17293|0
12382|30290|2
12384|21838|1
12394|10151|4
12394|21372|4
12394|31812|4
12404|5085|1
12419|5464|0
12426|10440|2
12429|7665|0
12433|29321|0
12439|8878|0
12441|31769|0
12460|19836|0
12469|4091|0
12469|19281|0
12472|2517|0
12476|9649|4
12481|16247|0
12497|23337|3
12497|30918|0
12514|26141|0
12517|6366|2
12518|21240|0
12534|2646|2
12534|15331|1
12534|16319|2
12534|18121|1
12534|22142|1
12536|466|3
12545|15056|0
12545|28827|0
12551|27205|0
12551|32528|4
12562|4935|3
12571|5221|0
12578|6105|0
12578|8793|0
12578|21163|0
12591|11307|2
12604|4849|0
12604|14424|4
12615|32605|0
12617|18584|0
12617|21725|0
12620|7476|0
12620|29321|2
12620|29433|4
12622|10652|0
12628|13791|0
12636|23148|0
12642|5440|0
12642|17489|0
12642|24795|3
12645|13851|0
12647|24483|0
12665|1130|3
12678|26195|0
12680|5463|0
12680|9934|0
12691|2454|2
12695|2386|0
12698|17497|0
12701|6263|0
12701|14676|3
12701|18413|0
12702|31016|0
12712|11251|3
12717|7032|1
12722|16162|0
12725|21690|1
12730|352|2
12730|13459|0
12730|20286|2
12730|24310|0
12734|25624|0
12734|32289|0
12741|8935|3
12742|29288|3
12742|32349|0
12753|22543|4
12782|5907|0
12782|6731|0
12787|7948|0
12804|4922|0
12807|12176|4
12815|25057|0
12823|5923|1
12823|23458|0
12829|21744|2
12849|27359|0
12856|302|0
12856|23558|0
12856|32204|0
12857|6892|0
12866|29700|2
12866|31723|0
12867|18386|1
12868|7311|0
12868|31016|1
12873|2491|2
12873|11492|0
12873|18385|0
12882|17089|0
12894|4349|0
12899|13951|0
12909|13469|0
12915|7428|0
12916|26273|0
12917|23148|0
12923|18965|0
12938|23534|2
12940|20131|1
12942|13408|4
12943|6140|0
12961|395|0
12971|24125|0
12975|21930|2
12997|12186|0
13002|29847|3
13014|6295|4
13027|24107|0
13028|1802|0
13028|20131|0
13034|19812|0
13034|25950|0
13051|692|2
13064|28260|0
13067|29660|0
13070|19267|0
13071|29161|2
13071|30445|2
13083|26963|0
13085|7139|0
13087|20572|0
13098|637|3
13102|6981|0
13110|2330|0
13111|3320|0
13112|19971|0
13117|14815|0
13119|11928|0
13123|18630|0
13137|688|3
13137|29355|0
13144|14122|0
13153|12989|3
13153|14049|3
13162|1743|0
13176|29433|3
13186|9139|0
13187|4899|0
13187|20855|0
13191|20403|0
13195|10467|0
13195|19281|0
13195|31244|0
13202|6261|3
13202|14792|0
13202|15451|3
13208|10825|0
13211|20106|0
13215|2906|0
13219|26804|1
13220|18998|0
13221|939|1
13221|11251|4
13221|11873|0
13223|21146|0
13238|23621|0
13239|3039|1
13239|14846|1
13242|1629|0
13246|13233|3
13250|22552|2
13257|3039|4
13259|10170|0
13262|2438|0
13263|11922|0
13263|16820|0
13263|20374|1
13271|19959|2
13271|24716|2
13271|32213|4
13271|32733|4
13278|1970|2
13278|10258|2
13288|395|1
13288|11251|1
13299|28140|2
13320|4441|0
13320|23122|4
13320|23957|4
13324|22315|3
13335|953|3
13335|13407|3
13335|17419|0
13335|28758|0
13336|18468|0
13349|11188|0
13353|26503|3
13371|306|0
13374|25554|0
13375|461|2
13375|5474|1
13386|32651|0
13388|31812|2
13390|26196|0
13392|2550|0
13399|20965|0
13405|14776|0
13411|13903|2
13412|20751|0
13414|31702|0
13415|11103|0
13415|18147|0
13415|21536|0
13415|28140|0
13417|7923|0
13417|24145|2
13419|10440|1
13421|5463|1
13422|28845|0
13426|30857|3
13427|20131|2
13432|30511|2
13434|1299|0
13434|5697|0
13434|31509|1
13440|9185|1
13446|16274|4
13455|31265|0
13464|12271|0
13470|5474|0
13470|11710|0
13470|18625|3
13472|5560|0
13472|21305|0
13472|26645|0
13475|30981|2
13477|5076|0
13477|11840|3
13477|20711|0
13479|20594|0
13479|32204|0
13500|11251|0
13510|28531|2
13511|10060|4
13515|9649|0
13517|217|3
13524|2418|3
13527|739|0
13543|23148|0
13543|29760|0
13544|4549|4
13544|13228|4
13546|3997|3
13546|4091|1
13551|20131|0
13554|17642|2
13554|26891|2
13554|27985|0
13554|28474|2
13570|12760|3
13573|11251|4
13576|29221|0
13581|3438|2
13590|28708|3
13590|31361|2
13603|7470|0
13605|461|0
13610|19267|1
13611|11251|1
13614|2113|3
13614|14806|0
13615|19267|0
13622|25557|0
13622|32126|0
13623|2811|0
13623|4418|0
13623|10254|0
13623|13624|0
13623|21690|0
13630|17489|1
13630|25276|0
13630|28140|0
13636|8917|0
13647|2491|0
13649|16671|0
13653|20455|0
13653|21766|0
13659|6939|0
13659|11847|0
13659|11894|0
13659|26028|0
13659|30725|0
13659|31673|0
13670|9816|2
13676|7460|0
13676|8532|0
13681|12409|3
13686|3074|0
13687|7428|0
13697|797|0
13697|12284|3
13697|22842|0
13705|967|0
13708|17785|3
13717|19068|0
13720|2787|0
13735|11069|1
13736|17275|2
13737|20637|1
13738|8061|0
13744|3113|3
13747|28103|0
13750|29135|2
13751|3268|0
13751|5191|0
13751|24586|0
13767|5646|0
13769|14815|1
13770|1898|0
13795|31683|0
13800|219|0
13815|29657|2
13820|28277|1
13830|28517|4
13836|4251|0
13855|3423|0
13855|15491|0
13855|24904|0
13861|478|2
13861|1947|0
13861|3601|0
13861|25348|2
13861|28317|2
13862|21894|2
13866|5464|0
13866|13514|0
13868|29657|2
13869|29657|4
13871|22987|0
13872|7794|0
13873|12720|0
13876|29225|0
13877|3608|0
13877|4532|0
13877|10160|0
13880|18579|0
13892|1970|0
13895|11415|0
13895|13791|0
13896|14607|0
13913|11030|1
13921|17785|0
13922|29657|0
13924|1405|2
13935|22688|0
13940|11088|0
13944|32444|0
13947|13514|4
13947|13951|0
13948|28361|0
13951|31265|2
13959|31392|0
13967|23691|0
13972|31108|0
13979|5221|2
14003|19382|0
14003|29009|0
14004|11213|0
14005|17463|0
14005|25557|4
14017|19797|0
14019|8511|0
14019|15451|1
14019|30993|1
14034|352|0
14034|497|4
14034|4018|4
14034|7093|4
14034|7556|4
14034|11152|4
14034|21115|4
14034|30075|4
14034|30303|4
14034|30538|4
14038|3535|4
14048|5076|0
14056|5464|2
14056|26080|0
14057|25471|2
14061|10961|1
14066|29657|0
14071|2627|0
14078|23050|0
14078|31101|0
14082|18569|0
14082|26041|0
14085|3601|0
14085|8889|0
14093|19932|0
14098|587|4
14108|3212|0
14114|2692|0
14114|4521|0
14121|19262|3
14128|5943|0
14129|18796|0
14131|8053|0
14143|180|0
14153|12528|0
14155|17089|0
14155|22417|2
14156|6031|0
14157|17293|3
14160|6764|2
14160|10160|2
14160|20184|2
14169|7158|0
14199|587|0
14204|8664|0
14208|28140|0
14209|8615|2
14215|27107|0
14222|11088|0
14237|29657|0
14256|23582|1
14267|3965|0
14267|9836|0
14271|1970|0
14271|20209|0
14300|31615|1
14301|12619|3
14303|10989|0
14309|18630|1
14309|29657|1
14318|461|3
14318|9492|0
14318|10409|3
14327|6876|1
14328|1704|0
14329|19177|0
14331|10203|0
14337|30133|0
14343|2692|0
14347|11323|2
14352|29621|0
14357|128|0
14362|15181|0
14362|21513|0
14383|20527|1
14388|11454|0
14401|31079|0
14406|4193|3
14409|1981|0
14418|13576|2
14427|10615|0
14427|21479|0
14428|26159|2
14432|5880|1
14453|2787|0
14453|29657|2
14458|6444|1
14458|21913|1
14460|18630|2
14461|1252|0
14461|3039|1
14461|12352|1
14461|15163|0
14461|29657|1
14470|23187|0
14475|4942|0
14476|7158|0
14477|17584|0
14478|3113|1
14478|29657|1
14489|13514|0
14499|26896|3
14510|16017|0
14513|20715|2
14516|11251|0
14519|11434|0
14519|29856|0
14519|30445|0
14520|9206|0
14520|16943|1
14520|18267|0
14533|21387|0
14537|32047|0
14541|7116|0
14541|22688|4
14552|13459|0
14552|17658|0
14555|750|1
14555|16805|1
14557|8456|0
14563|19768|0
14568|19913|0
14579|30546|0
14589|20805|0
14592|11587|3
14596|74|0
14596|7894|2
14596|9262|4
14603|10452|3
14605|25167|3
14607|461|0
14609|20411|0
14610|30271|0
14617|27936|0
14635|8049|3
14635|23724|3
14635|28073|3
14635|31592|0
14639|32329|0
14649|22474|0
14667|31164|1
14668|24382|2
14670|8411|4
14670|8532|4
14693|11465|0
14693|12726|0
14693|20189|0
14697|8471|0
14697|19043|0
14697|32623|3
14698|25092|0
14703|8935|0
14703|13561|0
14716|12773|0
14723|11251|0
14723|24405|1
14724|4091|0
14724|21433|0
14724|29657|0
14727|27889|2
14736|2974|0
14736|11130|0
14748|21387|0
14751|14073|4
14753|20343|1
14756|19017|4
14760|18863|0
14770|13042|0
14783|29657|0
14785|2130|2
14790|17645|0
14804|4280|2
14808|29657|1
14810|8491|3
14818|18796|0
14827|19550|0
14829|128|2
14829|2761|0
14840|18630|0
14844|25422|2
14846|1737|4
14846|15618|0
14855|562|4
14855|16433|4
14855|27835|4
14857|1981|0
14857|4832|2
14859|6997|1
14860|11088|0
14860|31265|0
14864|11251|3
14872|26662|0
14875|10052|0
14875|19976|0
14875|24051|2
14876|18169|0
14878|10739|1
14878|24730|3
14884|30712|4
14888|20288|0
14889|4066|0
14889|12399|3
14889|16162|3
14889|30511|3
14889|30857|3
14891|8779|4
14891|8969|0
14897|22506|0
14907|19166|0
14909|29490|0
14909|31515|2
14910|5349|0
14914|23050|1
14916|19824|0
14920|2891|0
14921|24815|2
14934|13664|2
14952|12032|2
14968|8274|3
14972|17040|0
14982|15357|0
14982|24051|0
14983|26494|0
14986|27989|0
15006|24124|3
15011|3074|3
15011|12773|0
15023|10468|0
15029|13330|0
15034|461|0
15042|10060|0
15042|20562|0
15045|27649|1
15074|30511|2
15092|13542|0
15095|1732|0
15110|17645|1
15113|28269|2
15117|24405|0
15124|21725|0
15126|9783|0
15152|18220|0
15154|14802|2
15155|29700|0
15164|20562|3
15165|6478|4
15165|9256|4
15165|22562|4
15171|4849|2
15173|29969|0
15178|29657|0
15193|15357|0
15193|20106|3
15207|23050|0
15207|27830|2
15217|16483|0
15226|30536|0
15234|9831|4
15241|13459|0
15241|20106|2
15241|22526|0
15249|21274|0
15251|15002|0
15254|21163|0
15256|21844|3
15257|28788|0
15258|18476|0
15258|32349|0
15259|12528|0
15259|16972|0
15260|18630|0
15260|29657|0
15261|8251|3
15261|10376|0
15261|19523|3
15263|4806|1
15263|23148|0
15266|24975|4
15268|17089|2
15269|4595|0
15269|31083|2
15274|23050|2
15278|17645|0
15278|25263|0
15278|26641|0
15278|28400|0
15283|2520|2
15283|16403|2
15291|395|0
15291|19768|0
15291|26503|0
15297|28785|0
15297|29657|0
15299|8867|3
15301|6263|0
15303|13228|4
15314|8019|0
15324|219|4
15327|20515|2
15329|13782|0
15339|1895|1
15342|17489|1
15342|31710|0
15344|4325|1
15345|11251|2
15351|6261|0
15373|7083|3
15379|22683|1
15385|692|3
15391|10299|0
15392|1895|0
15392|17562|0
15403|19281|0
15408|9215|0
15410|6559|4
15410|25394|0
15412|18020|1
15416|1083|2
15422|1737|0
15422|4044|0
15422|6351|0
15438|5540|0
15443|238|1
15443|31683|1
15446|10945|3
15447|102|1
15451|3039|1
15451|19959|0
15452|2517|3
15457|9540|0
15457|15466|0
15459|29657|0
15460|1311|0
15466|4080|0
15466|17861|0
15466|23582|0
15466|24795|3
15466|27126|0
15467|18630|2
15473|2446|4
15473|11228|4
15473|28424|0
15474|9571|0
15483|3965|3
15484|7170|0
15498|28395|4
15503|1130|0
15504|10264|0
15520|19490|0
15525|12947|0
15528|411|0
15528|5143|0
15530|18478|0
15540|25167|4
15543|21930|0
15560|4066|3
15561|29522|2
15574|11251|4
15577|1895|3
15581|29657|0
15583|19768|0
15585|44|1
15585|24097|0
15588|1970|0
15589|2627|3
15589|29660|0
15599|32737|0
15601|16972|3
15605|18630|0
15607|26804|0
15620|26159|3
15621|3955|1
15628|29057|0
15633|15125|0
15643|2446|4
15643|12663|0
15646|25535|0
15650|17499|0
15653|27932|0
15665|4314|0
15665|6191|0
15669|24416|0
15679|9108|0
15693|26645|0
15694|21316|0
15703|10461|3
15705|23148|0
15709|2626|0
15748|15902|1
15752|20028|2
15756|20028|0
15759|13676|0
15759|29660|0
15759|32329|3
15776|16103|0
15776|27560|0
15783|16972|0
15786|20479|0
15788|30693|2
15794|8888|0
15794|23478|0
15799|29000|0
15802|27891|4
15809|8362|0
15809|23050|0
15809|25763|0
15812|25805|0
15833|23472|2
15837|20628|0
15863|2130|0
15863|2264|0
15870|29342|3
15872|2627|4
15878|1970|0
15892|8895|3
15903|29779|0
15910|2537|4
15914|12894|0
15916|32206|3
15919|17053|0
15920|29492|1
15922|24585|2
15926|10885|0
15926|13644|0
15933|5330|1
15934|4266|1
15936|23050|0
15945|29126|0
15947|6165|1
15948|21387|3
15956|20131|2
15962|18630|0
15969|15361|0
15972|7319|0
15989|23899|0
15995|10703|0
16005|8758|0
16014|13752|0
16020|16972|0
16022|20131|0
16027|12782|0
16034|3533|1
16037|17031|0
16038|8385|0
16057|20898|2
16062|6478|1
16065|9327|0
16065|21163|0
16065|26600|0
16065|31529|0
16077|16294|3
16077|32396|0
16082|6923|0
16082|11030|1
16082|29657|1
16082|29940|4
16084|400|0
16089|16068|0
16093|19012|0
16093|30362|0
16096|23621|2
16096|32329|2
16100|2627|0
16113|30158|2
16120|2248|0
16120|12315|0
16138|9540|0
16147|6609|0
16148|18058|3
16163|26547|0
16168|7199|4
16181|3985|0
16190|30408|1
16192|23112|0
16199|27108|0
16209|31893|4
16215|22688|0
16231|1757|2
16232|17458|1
16235|29657|1
16237|12528|0
16243|10894|0
16249|24890|4
16265|26859|4
16267|3128|1
16276|2981|0
16288|25789|4
16292|2930|0
16292|8463|0
16294|7593|3
16294|23255|0
16298|18181|3
16300|8371|2
16300|20572|0
16306|26876|4
16308|12965|0
16310|550|0
16310|20968|0
16311|7743|0
16311|9649|0
16311|11532|0
16314|5076|0
16315|975|0
16315|4409|0
16315|8532|0
16315|16162|0
16315|28894|0
16316|32033|0
16317|30173|3
16319|25583|1
16338|19932|2
16343|15994|0
16344|18451|0
16348|3027|0
16349|11710|0
16350|13676|0
16357|30362|0
16361|4066|0
16361|5548|0
16384|3108|0
16384|23995|0
16398|27179|0
16404|11252|2
16404|28401|2
16411|9616|0
16420|29534|0
16434|11199|0
16437|4418|2
16437|28664|0
16442|7032|0
16442|24450|0
16443|17265|0
16447|10911|2
16448|5587|0
16453|26494|0
16458|11234|2
16461|2169|0
16461|12663|0
